registro_id;paciente_id;ci_paciente;nombre_paciente;apellido_paterno;apellido_materno;sexo;fecha_nacimiento;municipio_residencia;comunidad_indigena;fecha_vacunacion;vacuna_id;vacuna_nombre;numero_dosis;establecimiento_id;nombre_establecimiento;departamento;lote_vacuna;temperatura_conservacion;edad_dias_aplicacion;aplicacion_oportuna;via_administracion
REG-SC-014214;PAC-SC-03207;84004686 SC;Ricardo;Laura;Herrera;M;17/08/2021;San Ignacio de Velasco;False;01/05/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0079;Hospital de Clínicas Santiago de Lacaya;Santa Cruz;LOT-PFZ-2024-812;2.6;988;True;Subcutánea
REG-SC-014215;PAC-SC-01192;36338642 SC;Camila;Camacho;Flores;F;09/01/2023;Mineros;False;18/06/2025;VAC-004;Pentavalente;3;EST-SC-0082;Posta Sanitaria Ciudad Satélite;Santa Cruz;LOT-AZN-2025-622;5.5;891;True;Intramuscular
REG-SC-014216;PAC-SC-05484;73171271 SC;Carmen;Vaca;Torrez;F;01/11/2013;Camiri;False;14/08/2024;VAC-022;VPH;1;EST-SC-0101;Centro Ambulatorio Villa Pagador;Santa Cruz;LOT-PFZ-2024-338;5.2;3939;True;Intramuscular
REG-SC-014217;PAC-SC-03364;18443915 SC;Víctor;Quiroga;Morales;M;05/03/2013;Puerto Suarez;False;20/03/2024;VAC-022;VPH;1;EST-SC-0095;Posta de Salud Quillacollo Centro;Santa Cruz;LOT-BIO-2024-156;17.2;4033;True;Intramuscular
REG-SC-014218;PAC-SC-00292;99683379 SC;Sebastián;Suárez;Quispe;M;31/10/2021;Portachuelo;False;19/08/2024;VAC-008;Antipolio bOPV;2;EST-SC-0106;Policlínico Alto Lima;Santa Cruz;LOT-SII-2024-211;3.9;1023;True;Oral
REG-SC-014219;PAC-SC-00347;26254492 SC;Carla;López;Fernández;F;30/12/2013;Cotoca;True;23/05/2024;VAC-022;VPH;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-AZN-2024-368;5.6;3797;True;Intramuscular
REG-SC-014220;PAC-SC-01994;11611422 SC;Sebastián;Calle;Romero;M;16/04/2020;Puerto Suarez;False;05/04/2024;VAC-001;BCG;1;EST-SC-0115;Posta Sanitaria Illimani;Santa Cruz;LOT-PFZ-2024-367;8.0;1450;True;Intradérmica
REG-SC-014221;PAC-SC-05227;67706917 SC;Valeria;Camacho;García;F;30/11/2022;Puerto Suarez;False;18/05/2024;VAC-014;Antineumocócica;3;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-GSK-2024-837;5.4;535;True;Intramuscular
REG-SC-014222;PAC-SC-05141;15623040 SC;Luis;Ribera;Huanca;M;27/02/2016;San Julián;False;07/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0100;Centro Materno Infantil Cerro Verde;Santa Cruz;LOT-SII-2025-826;4.8;3327;True;Intramuscular
REG-SC-014223;PAC-SC-00966;86948704 SC;Daniela;Mendoza;Pereira;F;05/06/2008;Cotoca;False;17/04/2024;VAC-024;dT Adulto;1;EST-SC-0126;Centro Integral de Salud Unión;Santa Cruz;LOT-GSK-2024-798;2.4;5795;True;Intramuscular
REG-SC-014224;PAC-SC-04261;41399007 SC;Elena;Bustamante;Torrez;F;17/10/2020;Portachuelo;False;02/10/2024;VAC-009;Antipolio bOPV;3;EST-SC-0113;Centro Ambulatorio Tupac Katari;Santa Cruz;LOT-SNF-2024-904;6.9;1446;True;Oral
REG-SC-014225;PAC-SC-00727;68643497 SC;Renata;Torrez;Suárez;F;18/05/2020;Santa Cruz de la Sierra;True;13/06/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0097;Posta Sanitaria Alalay;Santa Cruz;LOT-PFZ-2024-666;4.9;1487;True;Subcutánea
REG-SC-014226;PAC-SC-05336;41091248 SC;Ricardo;Herrera;Cruz;M;08/07/2004;PORTACHUELO;False;23/04/2024;VAC-024;dT Adulto;1;EST-SC-0108;Centro Integral de Salud Nuevos Horizontes;SantaCruz;LOT-SNF-2024-127;5.2;7229;True;Intramuscular
REG-SC-014227;PAC-SC-00158;63076001 SC;Ricardo;Camacho;Calle;M;27/02/2024;Concepción;False;26/04/2024;VAC-001;BCG;1;EST-SC-0071;Centro Ambulatorio Obrajes;Santa Cruz;LOT-GSK-2024-811;6.2;59;True;Intradérmica
REG-SC-014228;PAC-SC-04704;64825604 SC;María;Choque;Rojas;F;10/12/2021;Puerto Suarez;False;16/09/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0131;Hospital Municipal San Antonio;Santa Cruz;LOT-GSK-2024-136;2.9;1011;True;Subcutánea
REG-SC-014229;PAC-SC-03838;72188600 SC;Valentina;Morales;Fernández;F;13/03/2023;San Ignacio de Velasco;False;07/03/2025;VAC-009;Antipolio bOPV;3;EST-SC-0098;Hospital Walter Khon Jaihuayco;Santa Cruz;LOT-BIO-2025-872;4.5;725;True;Oral
REG-SC-014230;PAC-SC-01356;40767847 SC;Fernando;Calle;Castillo;M;22/04/2024;Portachuelo;True;26/09/2024;VAC-002;Pentavalente;1;EST-SC-0087;Centro Integral de Salud La Ramada;Santa Cruz;LOT-SII-2024-228;4.5;157;True;Intramuscular
REG-SC-014231;PAC-SC-04221;33045388 SC;Víctor;Fernández;Mendoza;M;19/10/2021;Warnes;False;23/05/2024;VAC-003;Pentavalente;2;EST-SC-0126;Centro Integral de Salud Unión;Santa Cruz;LOT-SNF-2024-940;5.7;947;True;Intramuscular
REG-SC-014232;PAC-SC-00034;10405634 SC;Ricardo;Poma;Castillo;M;17/10/2020;Puerto Suarez;False;05/06/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-PFZ-2024-249;3.2;1327;True;Subcutánea
REG-SC-014233;PAC-SC-00763;10332439 SC;Andrea;Bustamante;López;F;14/02/1990;Concepción;False;17/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-SNF-2025-565;3.3;12907;True;Intramuscular
REG-SC-014234;PAC-SC-00126;43827417 SC;Óscar;Gutiérrez;GutiÃ©rrez;M;25/10/2023;La Guardia;False;30/09/2024;VAC-002;Pentavalente;1;EST-SC-0084;Centro Ambulatorio Plan 3000;Santa Cruz;LOT-SNF-2024-629;6.1;341;True;Intramuscular
REG-SC-014235;PAC-SC-00228;85111129 SC;Ramiro;Cruz;Rodríguez;M;11/11/2016;La Guardia;False;25/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0092;Policlínico Colquiri;Santa Cruz;LOT-GSK-2024-985;5.8;2752;True;Intramuscular
REG-SC-014236;PAC-SC-04416;13212566 SC;José;Herrera;Antelo;M;25/06/2020;Cotoca;False;05/10/2024;VAC-002;Pentavalente;1;EST-SC-0077;Micro Hospital Mallasa;Santa Cruz;LOT-BIO-2024-657;0.2;1563;True;Intramuscular
REG-SC-014237;PAC-SC-03898;13600357 SC;Pablo;Poma;Mamani;M;21/02/2021;Puerto Suarez;False;23/01/2024;VAC-001;BCG;1;EST-SC-0073;Hospital Integral Chasquipampa;Santa Cruz;LOT-GSK-2024-466;4.4;1066;True;Intradérmica
REG-SC-014238;PAC-SC-03472;36318223 SC;Ramiro;Calle;Flores;M;11/09/2023;Concepción;True;17/05/2024;VAC-012;Antineumocócica;1;EST-SC-0088;Posta de Salud Equipetrol;Santa Cruz;LOT-AZN-2024-987;7.0;249;True;Intramuscular
REG-SC-014239;PAC-SC-01267;68420280 SC;Gabriel;Laura;Flores;M;30/04/2022;La Guardia;False;26/12/2024;VAC-002;Pentavalente;1;EST-SC-0087;Centro Integral de Salud La Ramada;Santa Cruz;LOT-BIO-2024-667;3.3;971;True;Intramuscular
REG-SC-014240;PAC-SC-03649;24371725 SC;Patricia;Antelo;Pereira;F;04/10/2019;Camiri;False;27/11/2024;VAC-025;Influenza Estacional;1;EST-SC-0123;Micro Hospital Villa Primavera;Santa Cruz;LOT-SNF-2024-733;8.4;1881;True;Intramuscular
REG-SC-014241;PAC-SC-05002;72388735 SC;Jorge;Terrazas;SuÃ¡rez;M;23/06/2021;Warnes;True;15/05/2025;VAC-007;Antipolio IPV;1;EST-SC-0107;Hospital Provincial Villa Ingenio;Santa Cruz;LOT-SNF-2025-751;6.4;1422;True;Intramuscular
REG-SC-014242;PAC-SC-05339;92894171 SC;Eduardo;López;Suárez;M;28/07/1988;Cotoca;False;16/05/2025;VAC-025;Influenza Estacional;1;EST-SC-0104;Centro Materno Infantil Chimba;Santa Cruz;LOT-SNF-2025-519;6.0;13441;True;Intramuscular
REG-SC-014243;PAC-SC-02118;96552417 SC;Luis;García;Fernández;M;03/05/2021;Mineros;False;09/02/2024;VAC-020;SRP (Triple Viral);2;EST-SC-0091;Centro Materno Infantil Hamacas;Santa Cruz;LOT-SNF-2024-621;5.7;1012;True;Subcutánea
REG-SC-014244;PAC-SC-01756;59165195 SC;Catalina;Camacho;Camacho;F;02/03/2022;La Guardia;False;08/04/2024;VAC-002;Pentavalente;1;EST-SC-0103;Centro de Salud La Cancha;Santa Cruz;LOT-BIO-2024-924;6.3;768;True;Intramuscular
REG-SC-014245;PAC-SC-03480;47758406 SC;Santiago;Quiroga;Cuéllar;M;14/03/2024;Montero;True;06/06/2025;VAC-009;Antipolio bOPV;3;EST-SC-0084;Centro Ambulatorio Plan 3000;Santa Cruz;LOT-AZN-2025-914;6.9;449;True;Oral
REG-SC-014246;PAC-SC-04056;47100352 SC;Gonzalo;Camacho;Huanca;M;11/02/1994;Yapacaní;False;27/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0137;Centro Integral de Salud Chasquipampa;Santa Cruz;LOT-GSK-2024-156;5.4;11155;True;Intramuscular
REG-SC-014247;PAC-SC-04563;70882162 SC;Lucía;Morales;Peñaranda;F;14/12/2021;Warnes;False;09/04/2025;VAC-020;SRP (Triple Viral);2;EST-SC-0123;Micro Hospital Villa Primavera;Santa Cruz;LOT-SNF-2025-461;6.7;1212;True;Subcutánea
REG-SC-014248;PAC-SC-01895;9240786 SC;Carmen;Peñaranda;Fernández;F;09/07/2022;Warnes;False;12/09/2024;VAC-002;Pentavalente;1;EST-SC-0087;Centro Integral de Salud La Ramada;Santa Cruz;LOT-SII-2024-728;4.5;796;True;Intramuscular
REG-SC-014249;PAC-SC-00282;74263376 SC;Camila;Pereira;Pereira;F;30/03/2018;Yapacaní;False;22/02/2025;VAC-025;Influenza Estacional;1;EST-SC-0128;Micro Hospital Porvenir;Santa Cruz;PFZ2025512;4.4;2521;True;Intramuscular
REG-SC-014250;PAC-SC-05034;51028061 SC;Verónica;Antelo;Castillo;F;17/05/2020;Portachuelo;False;19/02/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-BIO-2024-811;1.6;1373;True;Subcutánea
REG-SC-014251;PAC-SC-00638;12924255 SC;Ramiro;Romero;Montaño;M;25/02/2024;Puerto Suarez;False;16/06/2025;VAC-009;Antipolio bOPV;3;EST-SC-0074;Centro de Salud Irpavi;Santa Cruz;LOT-AZN-2025-921;5.6;477;True;Oral
REG-SC-014252;PAC-SC-03718;12711060 SC;Carmen;Choque;Flores;F;19/01/2004;Montero;False;24/02/2025;VAC-024;dT Adulto;1;EST-SC-0078;Posta de Salud Kupini;Santa Cruz;LOT-GSK-2025-481;7.5;7707;True;Intramuscular
REG-SC-014253;PAC-SC-02759;22808686 SC;Valeria;Rodríguez;Céspedes;F;06/03/2024;Montero;False;10/04/2024;VAC-001;BCG;1;EST-SC-0096;Posta Sanitaria Temporal;Santa Cruz;LOT-SNF-2024-321;2.6;35;True;Intradérmica
REG-SC-014254;PAC-SC-01568;80760611 SC;Joaquín;Céspedes;Paniagua;M;31/08/2023;Santa Cruz de la Sierra;False;31/01/2025;VAC-007;Antipolio IPV;1;EST-SC-0123;Micro Hospital Villa Primavera;Santa Cruz;LOT-PFZ-2025-466;6.6;519;True;Intramuscular
REG-SC-014255;PAC-SC-03807;63388333 SC;Andrea;Gutiérrez;Peñaranda;F;05/03/2010;Mineros;False;19/07/2024;VAC-025;Influenza Estacional;1;EST-SC-0132;Centro de Salud Villa Victoria;Santa Cruz;LOT-PFZ-2024-984;3.4;5250;True;Intramuscular
REG-SC-014256;PAC-SC-00168;38735088 SC;José;Flores;Huanca;M;27/09/2021;Puerto Suarez;False;13/09/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0141;Posta de Salud Mallasa;Santa Cruz;LOT-SII-2024-952;13.9;1082;True;Subcutánea
REG-SC-014257;PAC-SC-03772;87893445 SC;Sebastián;Cuéllar;Torrez;M;17/10/2019;La Guardia;False;26/11/2024;VAC-025;Influenza Estacional;1;EST-SC-0118;Hospital Germán Busch Sajama;Santa Cruz;LOT-SII-2024-298;4.4;1867;True;Intramuscular
REG-SC-014258;PAC-SC-00460;1125355 SC;David;Vargas;Quiroga;M;19/06/1996;Vallegrande;False;17/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0130;Centro Ambulatorio Villa Fátima;Santa Cruz;LOT-BIO-2025-472;5.2;10529;True;Intramuscular
REG-SC-014259;PAC-SC-03563;18461429 SC;Luis;Peñaranda;Torrez;M;27/08/2020;Warnes;True;14/01/2025;VAC-009;Antipolio bOPV;3;EST-SC-0119;Puesto de Salud Tunari;Santa Cruz;LOT-BIO-2025-120;3.8;1601;True;Oral
REG-SC-014260;PAC-SC-05067;46010472 SC;Patricia;Justiniano;Céspedes;F;15/09/2021;Santa Cruz de la Sierra;True;28/10/2024;VAC-008;Antipolio bOPV;2;EST-SC-0075;Posta Sanitaria Achumani;Santa Cruz;LOT-BIO-2024-783;4.6;1139;True;Oral
REG-SC-014261;PAC-SC-01287;6042596 SC;Jorge;Céspedes;Calle;M;28/01/2022;Camiri;False;12/11/2024;VAC-001;BCG;1;EST-SC-0083;Posta Sanitaria Villa Dolores;Santa Cruz;LOT-AZN-2024-113;5.2;1019;True;Intradérmica
REG-SC-014262;PAC-SC-03191;80205196 SC;David;Gutiérrez;Terrazas;M;04/05/2022;Cotoca;False;04/06/2024;VAC-001;BCG;1;EST-SC-0136;Centro Ambulatorio Calacoto;Santa Cruz;LOT-SII-2024-584;11.9;762;True;Intradérmica
REG-SC-014263;PAC-SC-01656;9853372 SC;Renata;Vargas;Mamani;F;03/07/2012;La Guardia;False;07/04/2025;VAC-023;VPH;2;EST-SC-0139;Centro Materno Infantil Achumani;Santa Cruz;LOT-PFZ-2025-796;6.5;4661;True;Intramuscular
REG-SC-014264;PAC-SC-03759;91062265 SC;Facundo;Choque;Torrez;M;02/05/1987;San Julián;False;24/02/2024;VAC-025;Influenza Estacional;1;EST-SC-0125;Centro de Salud Progreso;Santa Cruz;LOT-GSK-2024-263;5.3;13447;True;Intramuscular
REG-SC-014265;PAC-SC-02521;68778326 SC;Jimena;Justiniano;Cuéllar;F;04/02/2020;Montero;False;28/06/2024;VAC-003;Pentavalente;2;EST-SC-0099;Centro Materno Infantil Valle Hermoso;Santa Cruz;LOT-SII-2024-894;2.1;1606;True;Intramuscular
REG-SC-014266;PAC-SC-01934;41617672 SC;Daniel;Calle;Camacho;M;31/07/2001;San Julián;False;05/09/2024;VAC-024;dT Adulto;1;EST-SC-0118;Hospital Germán Busch Sajama;Santa Cruz;LOT-AZN-2024-956;5.3;8437;True;Intramuscular
REG-SC-014267;PAC-SC-05291;44586099 SC;Ana;Mamani;Romero;F;02/05/2020;Roboré;True;19/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0137;Centro Integral de Salud Chasquipampa;Santa Cruz;LOT-PFZ-2025-677;5.6;1874;True;Intramuscular
REG-SC-014268;PAC-SC-00678;13299695 SC;Elena;Salvatierra;Condori;F;18/06/2002;San Ignacio de Velasco;True;05/02/2024;VAC-024;dT Adulto;1;EST-SC-0093;Centro Materno Infantil Tiquipaya Norte;Santa Cruz;LOT-BIO-2024-127;6.9;7902;True;Intramuscular
REG-SC-014269;PAC-SC-04710;64109205 SC;Sebastián;Bustamante;Salvatierra;M;09/02/2022;Warnes;False;15/06/2024;VAC-003;Pentavalente;2;EST-SC-0114;Centro Integral de Salud Bartolina Sisa;Santa Cruz;LOT-SNF-2024-480;8.0;857;True;Intramuscular
REG-SC-014270;PAC-SC-03874;80831555 SC;Andrea;Salazar;Vaca;F;30/08/2014;Camiri;True;12/02/2024;VAC-025;Influenza Estacional;1;EST-SC-0073;Hospital Integral Chasquipampa;Santa Cruz;LOT-SNF-2024-422;5.2;3453;True;Intramuscular
REG-SC-014271;PAC-SC-00921;42717797 SC;Miguel;Paz;Poma;M;03/03/2021;Concepción;False;19/08/2024;VAC-002;Pentavalente;1;EST-SC-0101;Centro Ambulatorio Villa Pagador;Santa Cruz;LOT-BIO-2024-290;4.5;1265;True;Intramuscular
REG-SC-014272;PAC-SC-04312;37109736 SC;Jimena;Suárez;Camacho;F;19/08/2011;la guardia;False;20/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0071;Centro Ambulatorio Obrajes;Sta Cruz;LOT-SII-2024-401;6.6;4781;True;Intramuscular
REG-SC-014273;PAC-SC-00788;7739202 SC;Patricia;Peñaranda;Bustamante;F;09/12/2020;Concepción;False;23/04/2025;VAC-021;Antiamarílica (FA);1;EST-SC-0129;Posta de Salud Villa Adela;Santa Cruz;LOT-AZN-2025-332;4.1;1596;True;Subcutánea
REG-SC-014274;PAC-SC-00742;97197068 SC;Rodrigo;Flores;Paz;M;17/03/2023;Yapacaní;False;05/07/2024;VAC-009;Antipolio bOPV;3;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-SNF-2024-362;4.1;476;True;Oral
REG-SC-014275;PAC-SC-05053;34040462 SC;Sebastián;Flores;Apaza;M;03/12/1987;Puerto Suarez;True;23/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0136;Centro Ambulatorio Calacoto;Santa Cruz;LOT-AZN-2024-845;8.1;13321;True;Intramuscular
REG-SC-014276;PAC-SC-00146;36055276 SC;Ana;López;Paz;F;06/06/2018;Yapacaní;False;28/02/2024;VAC-025;Influenza Estacional;1;EST-SC-0083;Posta Sanitaria Villa Dolores;Santa Cruz;LOT-SNF-2024-132;4.2;2093;True;Intramuscular
REG-SC-014277;PAC-SC-04252;20824543 SC;Alejandra;López;Martínez;F;23/01/2008;Concepción;False;29/03/2025;VAC-024;dT Adulto;1;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-PFZ-2025-877;6.0;6275;True;Intramuscular
REG-SC-014278;PAC-SC-02203;72645943 SC;Carlos;Justiniano;Rodríguez;M;16/04/2020;Mineros;True;02/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0108;Centro Integral de Salud Nuevos Horizontes;Santa Cruz;LOT-PFZ-2025-343;5.5;1873;True;Intramuscular
REG-SC-014279;PAC-SC-03146;72951423 SC;Eduardo;Mamani;Torrez;M;23/03/2022;Yapacaní;False;19/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0091;Centro Materno Infantil Hamacas;Santa Cruz;SNF-2025153;4.9;1123;True;Intramuscular
REG-SC-014280;PAC-SC-03461;19823506 SC;Paola;Calle;Cuéllar;F;08/08/2021;La Guardia;False;02/03/2024;VAC-007;Antipolio IPV;1;EST-SC-0109;Puesto de Salud Franz Tamayo;Santa Cruz;LOT-PFZ-2024-307;6.0;937;True;Intramuscular
REG-SC-014281;PAC-SC-01137;8903797 SC;Álvaro;Saucedo;Calle;M;25/11/2021;Concepción;True;14/09/2024;VAC-020;SRP (Triple Viral);2;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-AZN-2024-679;3.9;1024;True;Subcutánea
REG-SC-014282;PAC-SC-00286;33469247 SC;Gabriela;Ribera;Rojas;F;08/11/2019;Mineros;False;07/05/2024;VAC-006;Pentavalente;5;EST-SC-0072;Posta de Salud Calacoto;Santa Cruz;LOT-GSK-2024-610;4.4;1642;True;Intramuscular
REG-SC-014283;PAC-SC-00875;21733774 SC;Gabriel;Vargas;Fernández;M;27/09/2014;Santa Cruz de la Sierra;False;17/10/2024;VAC-022;VPH;1;EST-SC-0084;Centro Ambulatorio Plan 3000;Santa Cruz;LOT-SII-2024-617;3.9;3673;True;Intramuscular
REG-SC-014284;PAC-SC-02046;51004987 SC;Ramiro;Mendoza;Quiroga;M;12/06/2017;Roboré;False;03/06/2024;VAC-025;Influenza Estacional;1;EST-SC-0091;Centro Materno Infantil Hamacas;Santa Cruz;LOT-PFZ-2024-936;4.4;2548;True;Intramuscular
REG-SC-014285;PAC-SC-02027;80554638 SC;Lucía;Martínez;Mamani;F;11/04/2023;Mineros;False;26/10/2024;VAC-001;BCG;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-BIO-2024-188;7.4;564;True;Intradérmica
REG-SC-014286;PAC-SC-01816;72168875 SC;Andrea;Herrera;Calle;F;19/10/2018;Roboré;False;13/06/2024;VAC-025;Influenza Estacional;1;EST-SC-0114;Centro Integral de Salud Bartolina Sisa;Santa Cruz;LOT-SNF-2024-415;3.8;2064;True;Intramuscular
REG-SC-014287;PAC-SC-00988;22971167 SC;Camila;López;Pereira;F;01/08/2005;Vallegrande;False;15/03/2025;VAC-024;dT Adulto;1;EST-SC-0109;Puesto de Salud Franz Tamayo;Santa Cruz;LOT-PFZ-2025-723;6.8;7166;True;Intramuscular
REG-SC-014288;PAC-SC-00355;39456876 SC;Daniel;García;Mendoza;M;28/04/2024;Roboré;False;09/07/2024;VAC-012;Antineumocócica;1;EST-SC-0118;Hospital Germán Busch Sajama;Santa Cruz;LOT-BIO-2024-147;3.7;72;True;Intramuscular
REG-SC-014289;PAC-SC-00426;50697913 SC;Marco;Justiniano;Vaca;M;18/08/2024;Concepción;False;13/05/2025;VAC-025;Influenza Estacional;1;EST-SC-0138;Centro Materno Infantil Irpavi;Santa Cruz;LOT-AZN-2025-794;5.0;268;True;Intramuscular
REG-SC-014290;PAC-SC-03289;76048036 SC;Natalia;Martínez;Poma;F;03/04/2016;Concepción;False;07/05/2025;VAC-025;Influenza Estacional;1;EST-SC-0120;Centro Integral de Salud Toro Toro;Santa Cruz;LOT-SNF-2025-895;3.2;3321;True;Intramuscular
REG-SC-014291;PAC-SC-00549;76822406 SC;Sergio;Gutiérrez;López;M;16/04/2021;San Julián;True;27/05/2024;VAC-009;Antipolio bOPV;3;EST-SC-0100;Centro Materno Infantil Cerro Verde;Santa Cruz;LOT-SNF-2024-389;6.8;1137;True;Oral
REG-SC-014292;PAC-SC-01963;38109522 SC;Raúl;Áñez;Apaza;M;24/02/2014;Portachuelo;False;16/03/2024;VAC-025;Influenza Estacional;1;EST-SC-0071;Centro Ambulatorio Obrajes;Santa Cruz;LOT-PFZ-2024-157;3.3;3673;True;Intramuscular
REG-SC-014293;PAC-SC-03671;62450236 SC;Roberto;Gutiérrez;Apaza;M;17/06/2013;Portachuelo;False;31/06/2024;VAC-022;VPH;1;EST-SC-0108;Centro Integral de Salud Nuevos Horizontes;Santa Cruz;LOT-GSK-2024-437;5.0;3923;True;Intramuscular
REG-SC-014294;PAC-SC-02482;16631489 SC;Alejandra;Peñaranda;Terrazas;F;27/02/2023;Portachuelo;True;13/03/2025;VAC-004;Pentavalente;3;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-AZN-2025-274;3.3;745;True;Intramuscular
REG-SC-014295;PAC-SC-02470;21029855 SC;Isabella;Herrera;Apaza;F;15/10/1997;Concepción;False;15/02/2024;VAC-024;dT Adulto;1;EST-SC-0074;Centro de Salud Irpavi;Santa Cruz;LOT-SII-2024-693;2.2;9619;True;Intramuscular
REG-SC-014296;PAC-SC-04501;8133982 SC;Silvia;Apaza;Quiroga;F;10/05/2001;Portachuelo;True;17/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0098;Hospital Walter Khon Jaihuayco;Santa Cruz;LOT-SII-2024-205;6.3;8408;True;Intramuscular
REG-SC-014297;PAC-SC-00017;22351509 SC;Santiago;Cuéllar;Martínez;M;15/12/2019;Warnes;False;18/04/2024;VAC-006;Pentavalente;5;EST-SC-0132;Centro de Salud Villa Victoria;Santa Cruz;LOT-GSK-2024-426;3.4;1586;True;Intramuscular
REG-SC-014298;PAC-SC-01309;98059600 SC;Camila;Morales;Salazar;F;02/10/2014;Concepción;False;06/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0099;Centro Materno Infantil Valle Hermoso;Santa Cruz;LOT-AZN-2025-815;4.6;3900;True;Intramuscular
REG-SC-014299;PAC-SC-02951;14821427 SC;Sergio;López;Castillo;M;17/07/2012;Portachuelo;False;09/10/2024;VAC-025;Influenza Estacional;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-GSK-2024-870;-0.7;4467;True;Intramuscular
REG-SC-014300;PAC-SC-03591;68508857 SC;Lorena;Cuéllar;Romero;F;16/09/2013;Portachuelo;True;04/06/2024;VAC-022;VPH;1;EST-SC-0083;Posta Sanitaria Villa Dolores;Santa Cruz;AZN2024590;5.3;3914;True;Intramuscular
REG-SC-014301;PAC-SC-01404;94903325 SC;Natalia;Cruz;Antelo;F;24/12/2023;Roboré;False;03/02/2025;VAC-021;Antiamarílica (FA);1;EST-SC-0144;Centro Ambulatorio Senkata;Santa Cruz;LOT-GSK-2025-706;4.4;407;True;Subcutánea
REG-SC-014302;PAC-SC-02689;10466968 SC;Diana;Salvatierra;Pereira;F;21/10/2022;Vallegrande;False;11/06/2025;VAC-004;Pentavalente;3;EST-SC-0104;Centro Materno Infantil Chimba;Santa Cruz;LOT-AZN-2025-990;4.9;964;True;Intramuscular
REG-SC-014303;PAC-SC-01980;11412739 SC;Fernanda;Suárez;Morales;F;03/08/2020;Portachuelo;True;12/12/2024;VAC-001;BCG;1;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-PFZ-2024-450;9.3;1592;True;Intradérmica
REG-SC-014304;PAC-SC-02406;82117924 SC;Martina;Suárez;Torrez;F;10/06/2005;Santa Cruz de la Sierra;False;05/06/2025;VAC-024;dT Adulto;1;EST-SC-0108;Centro Integral de Salud Nuevos Horizontes;Santa Cruz;LOT-AZN-2025-273;6.8;7300;True;Intramuscular
REG-SC-014305;PAC-SC-02749;15447413 SC;Valeria;Rojas;Flores;F;13/04/2021;San Ignacio de Velasco;True;22/04/2024;VAC-003;Pentavalente;2;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-PFZ-2024-141;12.0;1105;True;Intramuscular
REG-SC-014306;PAC-SC-01825;29723678 SC;Gonzalo;Fernández;Áñez;M;17/02/1988;Vallegrande;False;21/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0117;Posta de Salud Huayna Potosí;Santa Cruz;LOT-PFZ-2024-567;6.6;13243;True;Intramuscular
REG-SC-014307;PAC-SC-00222;64072616 SC;Carlos;Mendoza;Camacho;M;15/01/2016;La Guardia;True;27/01/2024;VAC-025;Influenza Estacional;1;EST-SC-0115;Posta Sanitaria Illimani;Santa Cruz;LOT-SNF-2024-967;3.3;2934;True;Intramuscular
REG-SC-014308;PAC-SC-04055;72456159 SC;Andrés;Salvatierra;Antelo;M;18/04/2013;Puerto Suarez;False;30/01/2024;VAC-025;Influenza Estacional;1;EST-SC-0107;Hospital Provincial Villa Ingenio;Santa Cruz;LOT-BIO-2024-127;6.0;3939;True;Intramuscular
REG-SC-014309;PAC-SC-01410;83333970 SC;Miguel;Céspedes;Herrera;M;16/08/2020;Montero;False;18/04/2024;VAC-002;Pentavalente;1;EST-SC-0086;Puesto de Salud Los Lotes;Santa Cruz;LOT-AZN-2024-842;7.4;1341;True;Intramuscular
