record_id;sync_timestamp;device_id;patient_id;patient_ci;patient_name;patient_last_name_1;patient_last_name_2;patient_sex;patient_birth_date;patient_department;patient_municipality;patient_community;patient_indigenous;vaccination_date;vaccine_code;vaccine_name;dose_number;facility_code;facility_name;lot_number;storage_temp_celsius;patient_age_days;administration_route;gps_latitude;gps_longitude;gps_accuracy_meters;observations
MOVIL-002414;2024-10-01T16:52:04;TAB-CH-07;MOV-00122;;Silvia;Mamani Quispe;Mendoza;F;24/1/2022;Potosí;Ravelo;Sindicato Tacobamba;False;2024-10-01T12:37:21;VAC-007;Antipolio IPV;1.0;EST-PT-0209;Puesto de Salud Río Seco;LOT-SII-2024-668;6.9;981;Intramuscular;-19.134.227;-66.116.688;5.0;Referido de posta vecina
MOVIL-002415;2025-03-26T09:41:55;TAB-CH-06;MOV-00619;8770032 CH;Edwin;Chambi;Callisaya;M;10/12/2022;Chuquisaca;Padilla;Comunidad San Pedro de Quemes;False;2025-03-26T10:56:42;VAC-020;SRP (Triple Viral);2.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-SNF-2025-122;7.7;837;Subcutánea;-18.108.915;-64.302.504;5.0;Brigada móvil comunitaria
MOVIL-002416;2024-08-19T16:11:18;TAB-CH-05;MOV-00613;64964268 CH;Epifania;Choque Huanca;Callisaya;F;16/1/2023;Chuquisaca;Monteagudo;;True;2024-08-19T09:57:28;VAC-020;SRP (Triple Viral);2.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-SII-2024-287;-1.9;581;Subcutánea;-18.955.142;-65.86;15.0;Referido de posta vecina
MOVIL-002417;2025-03-31T13:49:57;TAB-CH-06;MOV-01034;50034818 PT;Sofía;Choque;Quisbert;F;31/12/2002;Potosí;Sacaca;Comunidad Chipaya;False;2025-03-31T08:54:02;VAC-024;dT Adulto;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-GSK-2025-606;11.5;8126;Intramuscular;-205.264;-65.749.647;25.0;
MOVIL-002418;2024-01-18T10:04:02;TAB-OR-05;MOV-00114;93733985 CH;Víctor;Paco;Torrez;M;2/7/1991;Chuquisaca;Camargo;;True;2024-01-18T10:43:19;VAC-025;Influenza Estacional;1.0;EST-OR-9002;Posta Temporal Comunidad Quillacas;LOT-GSK-2024-463;3.7;11888;Intramuscular;-18.388.866;-65.723.209;15.0;Referido de posta vecina
MOVIL-002419;2024-02-01T14:58:38;TAB-OR-05;MOV-00483;29110905 PT;Francisca;Catari;Yapura;F;17/10/2019;Potosí;Potosí;Sindicato Tacobamba;True;2024-02-01T07:57:11;VAC-003;Pentavalente;2.0;EST-PT-0219;Puesto de Salud Hamacas;LOT-GSK-2024-521;8.0;1568;Intramuscular;-20.331.486;-65.612.606;15.0;
MOVIL-002420;2025-04-29T13:55:30;TAB-PT-07;MOV-00911;;Santos;Chipana;Choque Huanca;M;16/3/2019;Potosí;Uncía;Ayllu Macha;False;2025-04-29T10:58:53;VAC-025;Influenza Estacional;1.0;EST-PT-0208;Puesto de Salud Senkata;LOT-BIO-2025-565;8.6;2236;Intramuscular;-18.892.785;-6.464.182;25.0;Referido de posta vecina
MOVIL-002421;2025-04-25T15:46:02;TAB-OR-04;MOV-00896;19502049 CH;Evaristo;Chura;Copa;M;26/8/2023;Chuquisaca;Zudáñez;Comunidad Salinas;True;2025-04-25T08:02:58;VAC-007;Antipolio IPV;1.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-BIO-2025-801;5.0;608;Intramuscular;-18.856.785;-64.613.495;10.0;Referido de posta vecina
MOVIL-002422;2025-06-04T11:17:58;TAB-PT-01;MOV-00718;38421725 OR;Bernarda;Flores;Cruz;F;23/9/2020;Oruro;Oruro;Comunidad Ravelo;True;2025-06-04T12:12:48;VAC-019;SRP (Triple Viral);1.0;EST-OR-0252;Posta Sanitaria Nueva Esperanza;LOT-GSK-2025-957;3.5;1715;Subcutánea;-18.592.942;-66.537.292;5.0;Campaña puerta a puerta
MOVIL-002423;2024-11-13T09:18:59;TAB-PT-06;MOV-00082;84667964 CH;Gregoria;Chipana;Machaca;F;13/5/2023;Chuquisaca;Padilla;Ayllu Laymes;True;2024-11-13T09:52:35;VAC-025;Influenza Estacional;1.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-SNF-2024-519;9.5;550;Intramuscular;-18.774.397;-65.534.705;5.0;Referido de posta vecina
MOVIL-002424;2025-03-06T14:33:24;TAB-CH-03;MOV-00499;88594281 CH;Celestino;Apaza;Chura;M;31/5/2005;Chuquisaca;Villa Abecia;;True;2025-03-06T09:42:49;VAC-024;dT Adulto;1.0;EST-CH-0281;Centro Integral de Salud Urbarí;LOT-SII-2025-273;2.5;7219;Intramuscular;-19.412.408;-65.870.431;10.0;Vacunación en unidad educativa
MOVIL-002425;2024-08-06T12:49:10;TAB-OR-05;MOV-00527;89595831 PT;Víctor;Paco;Nina;M;6/9/2020;Potosí;Tupiza;Comunidad San Pedro de Quemes;True;2024-08-06T14:23:21;VAC-021;Antiamarílica (FA);1.0;EST-PT-0225;Posta de Salud Alalay;LOT-AZN-2024-785;6.1;1430;Subcutánea;-19.849.538;-65.587.395;50.0;Brigada móvil comunitaria
MOVIL-002426;2025-05-31T15:36:46;TAB-OR-03;MOV-00041;11617244 PT;Evaristo;Limachi;Colque;M;10/5/2024;Potosí;Tupiza;;True;2025-05-31T07:02:07;VAC-008;Antipolio bOPV;2.0;EST-PT-0203;Micro Hospital Achumani;LOT-GSK-2025-135;6.6;386;Oral;-18.648.166;-65.794.671;10.0;
MOVIL-002427;2025-06-07T09:08:17;TAB-PT-03;MOV-00345;75712740 PT;David;Yapura;Nina;M;16/7/2023;Potosí;Betanzos;Sindicato Tacobamba;True;2025-06-07T13:29:45;VAC-019;SRP (Triple Viral);1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-PFZ-2025-443;10.9;692;Subcutánea;-19.520.017;-65.063.038;10.0;Campaña puerta a puerta
MOVIL-002428;2025-05-02T10:01:28;TAB-PT-07;MOV-00697;39177208 PT;Pedro;Torrez;Apaza;M;22/8/2024;Potosí;Villazón;Comunidad Quillacas;True;2025-05-02T15:17:08;VAC-008;Antipolio bOPV;2.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-GSK-2025-171;4.2;253;Oral;-19.019.826;-65.214.778;15.0;
MOVIL-002429;2025-03-22T12:54:36;TAB-OR-02;MOV-00024;19298917 OR;Francisca;Apaza;Condori;F;1/6/2018;Oruro;Eucaliptus;;False;2025-03-22T10:48:05;VAC-025;Influenza Estacional;1.0;EST-OR-0243;Centro Integral de Salud Illimani;LOTE GSK 2025 995;4.8;2486;Intramuscular;-18.082.089;-66.976.476;5.0;
MOVIL-002430;2025-05-01T13:37:36;TAB-PT-05;MOV-00537;45338446 PT;Petrona;Huanca;Yujra;F;22/10/2020;Potosí;Colquechaca;;True;2025-05-01T07:37:44;VAC-003;Pentavalente;2.0;EST-PT-0206;Posta de Salud Kupini;LOT-GSK-2025-175;7.4;1652;Intramuscular;-18.833.408;-66.793.347;5.0;
MOVIL-002431;2024-05-03T13:45:33;TAB-PT-03;MOV-00105;51709813 PT;Evaristo;Machaca;Tarqui;M;17/1/2001;Potosí;Potosí;Comunidad Tinquipaya;True;2024-05-03T10:39:52;VAC-025;Influenza Estacional;1.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-GSK-2024-300;4.6;8507;Intramuscular;-19.925.604;-66.321.165;10.0;Vacunación en unidad educativa
MOVIL-002432;2025-03-22T12:47:14;TAB-OR-04;MOV-00509;3029341 OR;Nayeli;Catari;Mamani Quispe;F;27/2/2019;Oruro;Huanuni;;False;2025-03-22T10:33:59;VAC-025;Influenza Estacional;1.0;EST-OR-0254;Posta de Salud Unión;LOT-BIO-2025-545;16.3;2215;Intramuscular;-18.040.497;-66.929.431;15.0;
MOVIL-002433;2025-02-11T08:46:18;TAB-PT-07;MOV-00072;20032579 PT;Santos;Poma;Mamani Quispe;M;7/9/2002;Potosí;Betanzos;Ayllu Laymes;False;2025-02-11T10:45:07;VAC-024;dT Adulto;1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-SII-2025-474;6.2;8193;Intramuscular;-19.158.222;-6.487.741;5.0;Brigada móvil comunitaria
MOVIL-002434;2025-01-17T10:35:24;TAB-CH-06;MOV-00584;99478802 PT;Gregoria;Marca;Nina;F;21/11/2019;Potosí;Puna;Sindicato Tacobamba;True;2025-01-17T14:40:36;VAC-025;Influenza Estacional;1.0;EST-PT-0209;Puesto de Salud Río Seco;LOT-SII-2025-790;8.3;1884;Intramuscular;-18.578.485;-66.218.333;5.0;
MOVIL-002435;2024-11-29T10:16:46;TAB-CH-07;;10770488 OR;Wilmer;Callisaya;Cruz;M;20/8/2024;Oruro;Pazña;Ayllu Macha;True;2024-11-29T09:28:09;VAC-007;Antipolio IPV;1.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-SII-2024-145;4.6;101;Intramuscular;-17.511.524;-66.427.254;25.0;Segunda visita - completar esquema
MOVIL-002436;2024-10-12T08:38:08;TAB-CH-07;MOV-00227;91040053 CH;Saturnino;Mamani;Calle;M;23/3/1990;Chuquisaca;Tarabuco;Comunidad Quillacas;False;2024-10-12T12:28:09;VAC-025;Influenza Estacional;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-SNF-2024-566;0.8;12622;Intramuscular;-18.905.171;-65.286.663;15.0;
MOVIL-002437;2024-11-15T10:31:46;TAB-PT-06;MOV-00241;;Wilmer;Flores;Ticona;M;16/4/2020;Chuquisaca;Tarabuco;;False;2024-11-15T16:05:34;VAC-006;Pentavalente;5.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-GSK-2024-526;13.4;1674;Intramuscular;-18.133.414;-66.149.954;5.0;Campaña puerta a puerta
MOVIL-002438;2024-10-28T11:08:38;TAB-OR-07;MOV-00768;94715022 PT;Fortunato;Torrez;Cruz;M;5/4/2011;Potosí;Uyuni;;False;2024-10-28T10:21:58;VAC-025;Influenza Estacional;1.0;EST-PT-0209;Puesto de Salud Río Seco;LOT-GSK-2024-260;8.8;4955;Intramuscular;-19.470.066;-66.345.928;10.0;
MOVIL-002439;2024-05-31T11:06:03;TAB-OR-04;MOV-00395;98802512 PT;Francisca;Chura;Ticona;F;26/3/2021;Potosí;Villazón;Ayllu Qhara Qhara;True;2024-05-31T12:40:35;VAC-008;Antipolio bOPV;2.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-SNF-2024-545;2.8;1162;Oral;-20.268.271;-66.858.893;10.0;Referido de posta vecina
MOVIL-002440;2025-03-27T14:54:51;TAB-PT-04;MOV-00898;43229925 OR;Silvestre;Marca;Callisaya;M;19/1/2023;Oruro;Machacamarca;Comunidad Quillacas;False;2025-03-27T15:15:46;VAC-004;Pentavalente;3.0;EST-OR-0236;Puesto de Salud Nuevos Horizontes;LOT-SII-2025-993;17.0;798;Intramuscular;-18.140.606;-67.820.088;50.0;
MOVIL-002441;2025-04-05T07:21:45;TAB-CH-05;MOV-00799;88858242 PT;David;Yapura;Paco;M;20/4/2023;Potosí;Sacaca;Comunidad Salinas;True;2025-04-05T14:24:34;VAC-021;Antiamarílica (FA);1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-GSK-2025-939;5.4;716;Subcutánea;-2.066.287;-65.141.327;10.0;
MOVIL-002442;2025-03-19T16:43:28;TAB-PT-01;MOV-00831;48831146 PT;Andrés;Cruz;Villca;M;10/6/2023;Potosí;Colquechaca;Ayllu Qhara Qhara;False;2025-03-19T13:45:35;VAC-003;Pentavalente;2.0;EST-PT-0228;Micro Hospital Cerro Verde;LOT-AZN-2025-987;4.1;648;Intramuscular;-184.661;-64.959.984;5.0;Vacunación en unidad educativa
MOVIL-002443;2024-04-11T16:30:12;TAB-PT-05;MOV-00901;84108210 CH;Epifania;Alanoca;Catari;F;7/3/2024;Chuquisaca;Zudáñez;Comunidad Culpina;False;2024-04-11T13:09:30;VAC-001;BCG;1.0;EST-CH-0286;Policlínico Sacaba Sur;LOT-SNF-2024-454;21.9;35;Intradérmica;-18.695.919;-64.834.494;100.0;
MOVIL-002444;2025-01-30T09:16:58;TAB-OR-05;MOV-00967;74170646 PT;Silvestre;Chipana;Mendoza;M;25/4/2023;Potosí;Tupiza;Sindicato Tacobamba;False;2025-01-30T09:54:59;VAC-005;Pentavalente;4.0;EST-PT-0234;Centro Ambulatorio Alto Lima;LOT-PFZ-2025-679;5.1;646;Intramuscular;-19.169.053;-66.483.243;5.0;
MOVIL-002445;2025-06-11T13:20:38;TAB-PT-05;MOV-00010;75023414 CH;Epifania;Chura;Vargas;F;29/12/2022;Chuquisaca;Monteagudo;Comunidad Chacala;False;2025-06-11T09:21:56;VAC-004;Pentavalente;3.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-BIO-2025-649;15.6;895;Intramuscular;-1.999.111;-65.442.241;25.0;
MOVIL-002446;2024-10-29T16:42:42;TAB-PT-02;MOV-00539;30348355 PT;Bernarda;Condori Poma;Mendoza;F;8/12/2022;Potosí;Villazón;Comunidad Culpina;True;;VAC-007;Antipolio IPV;1.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-BIO-2024-977;10.7;691;Intramuscular;-19.759.661;-66.793.759;10.0;Segunda visita - completar esquema
MOVIL-002447;2025-03-18T09:30:28;TAB-CH-03;MOV-00485;14723361 OR;Claudia;Vargas;Mamani;F;1/7/2023;Oruro;Chipaya;Comunidad Tolapampa;True;2025-03-18T09:44:48;VAC-019;SRP (Triple Viral);1.0;EST-OR-0238;Posta Sanitaria Mariscal Sucre;LOT-PFZ-2025-686;9.6;626;Subcutánea;-17.603.142;-67.013.138;25.0;Campaña puerta a puerta
MOVIL-002448;2024-09-21T07:14:46;TAB-PT-07;MOV-00132;99023086 OR;Rosa;Nina;Vargas;F;25/7/2024;Oruro;Chipaya;Ayllu Pocoata;False;2024-09-21T13:44:11;VAC-001;BCG;1.0;EST-OR-0247;Centro Integral de Salud Tunari;LOT-PFZ-2024-138;6.0;58;Intradérmica;-17.210.356;-67.604.994;50.0;Referido de posta vecina
MOVIL-002449;2025-04-22T13:44:23;TAB-CH-06;MOV-00486;48865579 OR;Efraín;Callisaya;Copa;M;15/5/2022;Oruro;Challapata;Comunidad Chacala;False;2025-04-22T14:18:48;VAC-009;Antipolio bOPV;3.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-SII-2025-224;7.2;1073;Oral;-18.528.923;-66.896.418;10.0;Referido de posta vecina
MOVIL-002450;2025-06-07T14:08:12;TAB-CH-05;MOV-01158;11319935 CH;Lucía;Chipana;Chipana;F;2/6/2010;Chuquisaca;Villa Serrano;Ayllu Jukumani;True;2025-06-07T13:42:23;VAC-024;dT Adulto;1.0;EST-CH-0273;Micro Hospital Río Seco;LOT-SNF-2025-324;12.8;5484;Intramuscular;-18.592.113;-65.287.195;5.0;
MOVIL-002451;2025-03-21T15:14:31;TAB-CH-07;MOV-00250;10035949 CH;Víctor;Ticona;Torrez;M;15/10/2008;Chuquisaca;Tarabuco;Comunidad Ocurí;True;2025-03-21T09:03:29;VAC-025;Influenza Estacional;1.0;EST-CH-0285;Posta Sanitaria Tiquipaya Norte;LOT-SII-2025-335;15.0;6001;Intramuscular;-18.410.965;-65.024.761;100.0;Brigada móvil comunitaria
MOVIL-002452;2025-05-22T08:48:55;TAB-OR-02;MOV-00191;68925916 OR;Evaristo;Choque;Mendoza;M;11/10/2019;Oruro;Challapata;Sindicato Tacobamba;True;2025-05-22T16:04:42;VAC-025;Influenza Estacional;1.0;EST-PT-9003;Brigada Móvil Norte Potosí;LOT-AZN-2025-643;6.3;2050;Intramuscular;-17.745.523;-66.727.646;50.0;Campaña puerta a puerta
MOVIL-002453;2024-05-31T12:22:25;TAB-CH-03;MOV-01057;55257061 PT;Wilmer;Alanoca;Apaza;M;3/4/1999;Potosí;Colquechaca;Ayllu Jukumani;False;2024-05-31T12:43:02;VAC-025;Influenza Estacional;1.0;EST-PT-0205;Centro Ambulatorio Mallasa;LOT-PFZ-2024-663;8.5;9190;Intramuscular;-18.443.419;-66.300.881;5.0;Segunda visita - completar esquema
MOVIL-002454;2024-03-01T16:17:07;TAB-PT-07;MOV-00611;;Marco;Yapura;Apaza;M;18/12/2023;Potosí;Potosí;Comunidad Chacala;False;2024-03-01T07:21:37;VAC-012;Antineumocócica;1.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-GSK-2024-159;2.3;74;Intramuscular;-1.848.689;-66.745.637;25.0;
MOVIL-002455;2025-05-26T09:34:47;TAB-CH-07;MOV-01193;;Luis;Chambi;Copa;M;7/4/2005;Potosí;Betanzos;Comunidad Huari;False;2025-05-26T10:36:40;VAC-025;Influenza Estacional;1.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-SII-2025-711;1.8;7354;Intramuscular;-20.764.184;-65.011.704;5.0;
MOVIL-002456;2024-08-30T14:27:45;TAB-PT-03;MOV-01138;49729992 PT;Claudia;Villca;Alanoca;F;28/2/2021;Potosí;Uncía;Comunidad Chipaya;False;2024-08-30T10:10:38;VAC-001;BCG;1.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-SII-2024-264;4.8;1279;Intradérmica;-20.458.354;-66.656.911;10.0;
MOVIL-002457;2024-05-11T08:22:04;TAB-CH-04;MOV-01195;78987860 PT;Bernarda;Cruz;Copa;F;30/8/2008;Potosí;Villazón;;False;2024-05-11T07:01:58;VAC-024;dT Adulto;1.0;EST-PT-0209;Puesto de Salud Río Seco;LOT-PFZ-2024-585;5.8;5733;Intramuscular;-1.871.789;-66.664.987;5.0;
MOVIL-002458;2024-07-09T12:42:30;TAB-OR-01;MOV-00292;19664179 PT;Valentina;Mendoza;Mamani Quispe;F;8/11/2019;Potosí;Potosí;;True;2024-07-09T11:16:55;VAC-025;Influenza Estacional;1.0;EST-PT-0205;Centro Ambulatorio Mallasa;LOT-GSK-2024-340;3.6;1705;Intramuscular;-19.082.091;-64.610.787;5.0;
MOVIL-002459;2024-09-26T08:50:39;TAB-CH-03;MOV-00837;31261475 PT;Carmen;Limachi;Quisbert;F;28/10/2022;Potosí;Puna;Comunidad Tolapampa;False;2024-09-26T10:52:13;VAC-020;SRP (Triple Viral);2.0;EST-PT-0203;Micro Hospital Achumani;LOT-SNF-2024-294;16.1;699;Subcutánea;-19.898.097;-65.732.739;5.0;Vacunación en unidad educativa
MOVIL-002460;2024-10-30T07:44:16;TAB-CH-03;;48152541 OR;Efraín;Torrez;Choque Huanca;M;15/5/2020;Oruro;Oruro;Comunidad Huari;False;2024-10-30T13:42:11;VAC-002;Pentavalente;1.0;EST-OR-0252;Posta Sanitaria Nueva Esperanza;LOT-GSK-2024-114;6.2;1629;Intramuscular;-17.924.029;-66.379.671;5.0;Brigada móvil comunitaria
MOVIL-002461;2024-08-31T08:58:28;TAB-PT-07;MOV-00188;43537345 CH;Miguel;Vargas;Apaza;M;25/12/2021;Chuquisaca;Tarabuco;;True;2024-08-31T15:37:23;VAC-025;Influenza Estacional;1.0;EST-CH-0283;Centro de Salud Hamacas;LOT-AZN-2024-233;6.2;980;Intramuscular;-19.443.691;-65.007.988;15.0;Segunda visita - completar esquema
MOVIL-002462;2025-04-17T14:13:36;TAB-OR-04;MOV-01017;1531562 PT;Víctor;Yapura;Copa;M;8/4/2020;Potosí;Potosí;;False;2025-04-17T16:51:34;VAC-025;Influenza Estacional;1.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-BIO-2025-715;6.4;1835;Intramuscular;-20.242.555;-64.649.305;100.0;Referido de posta vecina
MOVIL-002463;2024-03-23T11:05:34;TAB-PT-01;MOV-00519;40412278 CH;Eusebio;Colque;Catari;M;5/10/2003;Chuquisaca;Sucre;Comunidad Calacoto;True;2024-03-23T09:02:53;VAC-025;Influenza Estacional;1.0;EST-CH-9003;Punto Campaña Tarabuco;LOT-BIO-2024-426;4.8;7475;Intramuscular;-19.497.627;-65.464.442;5.0;
MOVIL-002464;2024-04-23T16:22:47;TAB-CH-06;MOV-00557;;Valentina;Calle;Mamani Quispe;F;1/9/1996;Potosí;Betanzos;Comunidad Calacoto;True;2024-04-23T08:14:54;VAC-024;dT Adulto;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-SNF-2024-661;7.3;10096;Intramuscular;-20.567.892;-64.920.457;15.0;
MOVIL-002465;2024-09-14T16:06:14;TAB-OR-04;MOV-00289;1737954 CH;Paola;Limachi;Catari;F;13/9/2019;Chuquisaca;Sucre;Comunidad Quillacas;True;2024-09-14T12:26:53;VAC-025;Influenza Estacional;1.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-GSK-2024-301;15.5;1828;Intramuscular;-18.461.267;-64.954.364;5.0;
MOVIL-002466;2024-06-01T10:42:27;TAB-PT-07;MOV-00704;;Eusebia;Catari;Mamani Quispe;F;6/11/2022;Oruro;Caracollo;Comunidad Chacala;False;2024-06-01T16:10:23;VAC-008;Antipolio bOPV;2.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOTE SNF 2024 877;5.1;573;Oral;-18.220.856;-67.436.699;5.0;
MOVIL-002467;2024-11-29T15:18:03;TAB-PT-02;MOV-00478;99421626 PT;Celestino;Yapura;Quisbert;M;21/6/2023;Potosí;Ravelo;Comunidad Chacala;True;2024-11-29T15:54:21;VAC-014;Antineumocócica;3.0;EST-PT-0212;Posta de Salud Plan 3000;LOT-SII-2024-831;10.8;527;Intramuscular;-19.564.186;-65.076.568;15.0;
MOVIL-002468;2024-08-15T16:50:52;TAB-PT-05;MOV-01186;;Efraín;Colque;Ticona;M;10/4/2011;Potosí;Ravelo;Ayllu Pocoata;False;2024-08-15T13:59:31;VAC-025;Influenza Estacional;1.0;EST-PT-0214;Policlínico Los Lotes;LOT-BIO-2024-878;5.3;4876;Intramuscular;-1.886.476;-65.625.279;5.0;Brigada móvil comunitaria
MOVIL-002469;2025-01-10T13:40:34;TAB-OR-05;MOV-00879;;Lucía;Mamani;Calle;F;30/4/2023;Potosí;Cotagaita;Comunidad Calacoto;True;2025-01-10T10:16:36;VAC-003;Pentavalente;2.0;EST-PT-0223;Centro Materno Infantil Quillacollo Centro;LOT-SNF-2025-317;11.3;621;Intramuscular;-19.386.724;-66.654.088;10.0;
MOVIL-002470;2024-06-07T10:51:07;TAB-CH-07;MOV-00480;90401408 CH;Daniela;Vargas;Calle;F;1/2/2024;Chuquisaca;Yamparáez;;True;2024-06-07T08:21:48;VAC-003;Pentavalente;2.0;EST-CH-0279;Centro de Salud La Ramada;LOT-GSK-2024-840;5.9;127;Intramuscular;-18.854.325;-66.196.668;10.0;
MOVIL-002471;2024-06-14T10:32:33;TAB-PT-06;MOV-00214;6905950 PT;Rosa;Vargas;Mamani;F;31/7/2009;Potosí;Ravelo;Comunidad Salinas;False;2024-06-14T16:31:10;VAC-025;Influenza Estacional;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-PFZ-2024-400;1.8;5432;Intramuscular;-18.799.476;-64.931.739;15.0;Campaña puerta a puerta
MOVIL-002472;2024-06-25T11:30:10;TAB-CH-04;MOV-00603;4144787 OR;Fortunata;Calle;Rojas;F;6/1/2023;Oruro;Salinas de Garci Mendoza;Comunidad Ravelo;True;2024-06-25T09:05:02;VAC-001;BCG;1.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-AZN-2024-232;16.5;536;Intradérmica;-1.742.453;-67.016.573;5.0;Brigada móvil comunitaria
MOVIL-002473;2024-12-23T08:53:55;TAB-CH-04;MOV-00465;26562996 PT;Pedro;Laura;Tarqui;M;21/5/2020;Potosí;Uyuni;Comunidad Calacoto;True;2024-12-23T12:37:32;VAC-020;SRP (Triple Viral);2.0;EST-PT-0228;Micro Hospital Cerro Verde;LOT-GSK-2024-754;7.5;1677;Subcutánea;-19.787.476;-64.957.071;10.0;Campaña puerta a puerta
MOVIL-002474;2024-09-13T15:33:17;TAB-CH-03;MOV-00789;77340125 CH;Zenón;Callisaya;Rojas;M;25/1/2021;Chuquisaca;Mojocoya;Ayllu Chayantaka;True;2024-09-13T07:27:03;VAC-009;Antipolio bOPV;3.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-BIO-2024-248;7.6;1327;Oral;-18.555.602;-66.018.555;25.0;
MOVIL-002475;2024-10-25T12:39:59;TAB-OR-02;MOV-01175;63678143 PT;María;Condori Poma;Vargas;F;30/8/2002;Potosí;Villazón;Comunidad Ocurí;True;2024-10-25T16:09:29;VAC-024;dT Adulto;1.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-PFZ-2024-391;13.0;8092;Intramuscular;-19.554.223;-66.217.901;10.0;Referido de posta vecina
MOVIL-002476;2024-11-07T12:04:52;TAB-OR-05;MOV-00475;13299695 PT;Fortunata;Alanoca;Torrez;F;9/3/2021;Potosí;Villazón;Comunidad Ocurí;True;2024-11-07T08:08:42;VAC-004;Pentavalente;3.0;EST-OR-9001;Carpa de Vacunación Feria Challapata;LOT-BIO-2024-781;6.1;1339;Intramuscular;-1.994.049;-65.399.151;5.0;Referido de posta vecina
MOVIL-002477;2025-04-15T10:18:40;TAB-CH-02;MOV-00018;92544506 PT;Grover;Copa;Torrez;M;28/2/2024;Potosí;Tinguipaya;Comunidad Huari;True;2025-04-15T12:20:28;VAC-003;Pentavalente;2.0;EST-PT-0208;Puesto de Salud Senkata;LOT-BIO-2025-927;4.5;412;Intramuscular;-18.440.023;-65.286.533;10.0;Campaña puerta a puerta
MOVIL-002478;2025-03-25T15:29:48;TAB-CH-05;MOV-00765;70145585 OR;Santusa;Villca;Marca;F;28/1/2024;Oruro;Eucaliptus;Ayllu Chayantaka;False;2025-03-25T08:27:07;VAC-008;Antipolio bOPV;2.0;EST-OR-0243;Centro Integral de Salud Illimani;LOT-GSK-2025-813;3.0;422;Oral;-18.356.678;-67.193.361;100.0;Segunda visita - completar esquema
MOVIL-002479;2025-03-08T10:02:08;TAB-CH-04;MOV-00274;4678621 PT;Juan;Choque Huanca;Vargas;M;1/8/2021;Potosí;Llallagua;Ayllu Jukumani;True;2025-03-08T15:15:50;VAC-001;BCG;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-BIO-2025-748;1.9;1315;Intradérmica;-19.199.299;-66.087.213;10.0;
MOVIL-002480;2025-05-31T16:39:52;TAB-OR-02;MOV-00173;9593059 PT;Santos;Quisbert;Choque;M;12/4/2013;Potosí;Tupiza;Comunidad Ocurí;True;2025-05-31T16:38:26;VAC-023;VPH;2.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-SII-2025-849;5.8;4432;Intramuscular;-19.053.546;-66.485.882;15.0;
MOVIL-002481;2025-02-12T14:46:44;TAB-PT-01;MOV-00289;1737954 CH;Paola;Limachi;Catari;F;13/9/2019;Chuquisaca;Sucre;Comunidad Quillacas;True;2025-02-12T10:14:20;VAC-025;Influenza Estacional;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-BIO-2025-297;13.0;1979;Intramuscular;-18.722.382;-65.301.358;5.0;
MOVIL-002482;2025-05-02T10:15:24;TAB-CH-06;MOV-00273;82272708 OR;Petrona;Condori;Mamani;F;13/5/2020;Oruro;Machacamarca;Comunidad Chipaya;False;2025-05-02T08:09:50;VAC-019;SRP (Triple Viral);1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-PFZ-2025-897;3.2;1815;Subcutánea;-18.682.044;-67.167.547;25.0;Segunda visita - completar esquema
